Órgão,Gestão,Unidade Gestora,Fonte de Recursos,Receita,Arrecadado até 24/10/2019,
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010101 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"             207.863,66",
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010101 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"              10.000,00",
01000 - ASSEMBLEIA LEGISLATIVA,00001 - GOVERNO DO ESTADO DE SAO PAULO,010101 - ASSEMBLEIA LEGISLATIVA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"             221.498,14",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"          79.902.830,68",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19219901 - OUTRAS INDENIZACOES,"               4.310,00",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              27.414,51",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"                   0,04",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909909 - RECEITA DE CUSTEIO - ENTIDADES CONSIGNATARIA,"             117.175,09",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020001 - TRIBUNAL DE CONTAS DO ESTADO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19900201 - RECEITA DE HONORARIOS DE ADVOGADOS,"               2.718,09",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           1.616.214,00",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"               3.432,86",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16001301 - SERVICOS DE INSCRICAO EM CONCURSOS PUBLICOS,"             492.749,78",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"             224.461,92",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"           6.545.670,97",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020101 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"             150.017,97",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO,020101 - TRIBUNAL DE CONTAS DO ESTADO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"                   0,03",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030001 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"                 152,15",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030001 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"         472.312.954,80",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030001 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"             141.010,06",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030001 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              15.877,07",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030001 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909909 - RECEITA DE CUSTEIO - ENTIDADES CONSIGNATARIA,"           9.441.827,89",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030001 - TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19900201 - RECEITA DE HONORARIOS DE ADVOGADOS,"              41.138,32",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"                   0,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,002 - RECURSOS VINCULADOS ESTADUAIS,11220803 - TX.JUD.INCID.S/SERV.PUBL.DE NATUREZA FORENSE,"             870.030,02",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"           1.085.788,11",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"         188.297.321,08",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13909901 - OUTRAS RECEITAS PATRIMONIAIS,"       1.808.198.036,38",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"               9.150,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"              38.986,18",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"           3.988.289,59",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"         273.120.054,18",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009909 - SERVICO PUBLICO JUDICIARIO - EXTRAJUDICIAIS,"          17.797.859,32",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"           6.022.319,33",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"              83.760,76",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"             770.321,30",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,22190202 - VENDA DE OUT.BENS PATRIM.EST.-FED TRIB.JUSTI,"                   0,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030051 - PRECATORIOS ORDEM CRONOLOGICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           9.489.830,18",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030052 - PRECATORIOS ART.97 §8º INC.II ADCT-CRESCENTE,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           1.028.581,55",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030101 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"         183.066.085,29",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030101 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              10.661,42",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030101 - TRIBUNAL DE JUSTICA,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"           1.250.809,78",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO,030101 - TRIBUNAL DE JUSTICA,002 - RECURSOS VINCULADOS ESTADUAIS,"11220802 - REEMB.DESP.COND.OF.JUST.,JUST.GRATUITA-JUDIC","               1.588,02",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060001 - TRIBUNAL DE JUSTICA MILITAR,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"           4.117.019,24",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060001 - TRIBUNAL DE JUSTICA MILITAR,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909909 - RECEITA DE CUSTEIO - ENTIDADES CONSIGNATARIA,"              22.990,21",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           3.607.533,68",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"                 132,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"              43.331,70",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"               8.529,58",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,22190101 - VENDA MAT.INSERV.PELAS DIVER.DEPEND.DO ESTAD,"                   0,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060101 - TRIBUNAL DE JUSTICA MILITAR,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17210104 - TRANSF.DO IMPOSTO SOBRE A RENDA RET.NA FONTE,"              11.735,36",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060101 - TRIBUNAL DE JUSTICA MILITAR,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"                 366,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO,060101 - TRIBUNAL DE JUSTICA MILITAR,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"               5.554,99",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080001 - SECRETARIA DA EDUCACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"             570.147,38",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080001 - SECRETARIA DA EDUCACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           1.472.990,94",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080001 - SECRETARIA DA EDUCACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"             387.901,28",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080001 - SECRETARIA DA EDUCACAO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"             250.787,51",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080030 - FED-ADMINIST. DO DEPTO.REC.HUMANOS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           1.174.541,51",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080030 - FED-ADMINIST. DO DEPTO.REC.HUMANOS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"                   0,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080040 - FDO.MANUT.DESENV.ENS.FUND.VALOR.MAGIST.FUNDE,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13250107 - REMUNERACAO DEP. BANC RECUR. VINC. FUNDEB,"         102.038.318,57",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080040 - FDO.MANUT.DESENV.ENS.FUND.VALOR.MAGIST.FUNDE,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229910 - REEMBOLSO DE SALARIOS:PROF.EST.PREST.SERV.MU,"         244.614.341,13",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080040 - FDO.MANUT.DESENV.ENS.FUND.VALOR.MAGIST.FUNDE,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229911 - REEMBOLSO SALARIOS-SERV.QAE PRES.SERV.MUN.CO,"           6.693.128,10",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250105 - REMUNERACAO DEP.BANC.REC.VINCULADOS-FUNDESP,"          63.755.773,65",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"             280.483,56",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           1.328.629,28",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"          27.413.969,37",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,13250105 - REMUNERACAO DEP.BANC.REC.VINCULADOS-FUNDESP,"           5.572.562,33",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213501 - TRANSFERENCIA DO SALARIO EDUCACAO - 2/3,"       2.467.190.505,34",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213502 - TRANSF.DIRETAS DO FNDE REF.AO PDDE,"          99.006.503,31",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213503 - TRANSF.DIR.DO FNDE: PROG.NAC.ALIM.ESC. - PNA,"         184.118.485,08",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213599 - OUTRAS TRANSF.DIRET.DO FDO NAC.DES.EDUC. FND,"                   0,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17610201 - CONVENIO(MEC-SE)-FUNDESP-SECRET.DA EDUCACAO,"             176.946,20",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           1.253.594,10",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"                   0,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,24219901 - OUTRAS TRANSFERENCIAS DA UNIAO,"                   0,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"           1.986.101,75",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080088 - SEC.DA EDUCACAO-APLICACAO NO ENSINO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"                  53,04",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080088 - SEC.DA EDUCACAO-APLICACAO NO ENSINO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"                  29,20",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080088 - SEC.DA EDUCACAO-APLICACAO NO ENSINO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909902 - OUTRAS RECEITAS EVENTUAIS,"              32.444,98",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO,080101 - GABINETE DO SECRETARIO,001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"              37.471,29",
