”rg„o,Gest„o,Unidade Gestora,Fonte de Recursos,Receita,Previsto do Ano,
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"              19.800,00",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"             447.120,00",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"           1.658.370,00",
02000 - TRIBUNAL DE CONTAS DO ESTADO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,020030 - FED-FUNDO ESPEC.DESPESA DO TRIBUNAL DE CONTA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"             405.190,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"          64.787.890,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13909901 - OUTRAS RECEITAS PATRIMONIAIS,"         589.865.130,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"               3.890,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"              45.100,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"           3.701.000,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"         173.989.750,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009909 - SERVICO PUBLICO JUDICIARIO - EXTRAJUDICIAIS,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17219902 - DEMAIS TRANSFERENCIAS DA UNIAO,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17229901 - DOACOES DOS ESTADOS,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17239901 - DOACOES DOS MUNICIPIOS,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17400101 - DOACOES DO EXTERIOR,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17500101 - DOACOES DE PESSOAS FISICAS,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"           4.208.950,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"          15.404.450,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,22190202 - VENDA DE OUT.BENS PATRIM.EST.-FED TRIB.JUSTI,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,005 - RECURSOS VINCULADOS FEDERAIS,13250106 - OUTRAS APLICACOES FINANCEIRAS,"              10.010,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,005 - RECURSOS VINCULADOS FEDERAIS,17619901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"                  10,00",
03000 - TRIBUNAL DE JUSTICA,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,030030 - FED-TRIBUNAL DE JUSTICA,005 - RECURSOS VINCULADOS FEDERAIS,24719901 - OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO,"                  20,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"             386.580,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"             867.240,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17219902 - DEMAIS TRANSFERENCIAS DA UNIAO,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17229901 - DOACOES DOS ESTADOS,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17239901 - DOACOES DOS MUNICIPIOS,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17300101 - DOACOES DE INSTITUICOES DIVERSAS AO ESTADO,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17400101 - DOACOES DO EXTERIOR,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17500101 - DOACOES DE PESSOAS FISICAS,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"                  10,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229902 - DEMAIS RESTITUICOES DO ESTADO,"               3.900,00",
06000 - TRIBUNAL DE JUSTICA MILITAR,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,060030 - FED-TRIB.DE JUSTICA MILITAR,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,22190101 - VENDA MAT.INSERV.PELAS DIVER.DEPEND.DO ESTAD,"                  10,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080030 - FED-ADMINIST. DO DEPTO.REC.HUMANOS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"             107.400,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080030 - FED-ADMINIST. DO DEPTO.REC.HUMANOS,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"                  10,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250105 - REMUNERACAO DEP.BANC.REC.VINCULADOS-FUNDESP,"         140.000.000,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19195001 - MULTAS POR INFRACAO DO REG.-DIV.DEP.DO ESTAD,"               3.600,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"           8.500.000,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,13250105 - REMUNERACAO DEP.BANC.REC.VINCULADOS-FUNDESP,"           3.819.230,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213501 - TRANSFERENCIA DO SALARIO EDUCACAO - 2/3,"       1.642.000.000,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213502 - TRANSF.DIRETAS DO FNDE REF.AO PDDE,"          82.670.350,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213503 - TRANSF.DIR.DO FNDE: PROG.NAC.ALIM.ESC. - PNA,"         128.458.000,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17213599 - OUTRAS TRANSF.DIRET.DO FDO NAC.DES.EDUC. FND,"             460.730,00",
08000 - SECRETARIA DA EDUCACAO,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,080050 - FED-DESENVOL. EDUCACAO EM SAO PAULO,005 - RECURSOS VINCULADOS FEDERAIS,17610201 - CONVENIO(MEC-SE)-FUNDESP-SECRET.DA EDUCACAO,"                  30,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13119901 - OUTRAS RECEITAS DE ALUGUEIS DO ESTADO,"             255.600,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"           8.340.000,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16000199 - OUTROS SERVICOS COMERCIAIS,"              12.000,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001302 - SERVICOS DE VENDA DE EDITAIS,"              42.000,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16001307 - SERV.DE FOTOCOPIAS E/OU COPIAS HELIOGRAFICAS,"              72.000,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16009901 - OUTROS SERVICOS DO ESTADO,"         104.988.520,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19229902 - DEMAIS RESTITUICOES DO ESTADO,"             420.000,00",
08000 - SECRETARIA DA EDUCACAO,08046 - FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO  ,081101 - FDE-FUNDACAO P/ DESENV. DA EDUCACAO,004 - REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,19909901 - OUTRAS RECEITAS NAO DISCRIMINADAS DO ESTADO,"             900.000,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090030 - FED-HOSP.STA.TEREZA DE RIB.PRETO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                 200,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090030 - FED-HOSP.STA.TEREZA DE RIB.PRETO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,14100101 - RECEITAS DA PRODUCAO VEGETAL DO ESTADO,"                  10,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090030 - FED-HOSP.STA.TEREZA DE RIB.PRETO,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"               1.200,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090031 - FED-CTO.ATENCAO INT.SAUDE STA.RITA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"                  80,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090031 - FED-CTO.ATENCAO INT.SAUDE STA.RITA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,14100101 - RECEITAS DA PRODUCAO VEGETAL DO ESTADO,"                 230,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090031 - FED-CTO.ATENCAO INT.SAUDE STA.RITA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15209901 - OUTRAS RECEITAS: INDUSTR.TRANSFORM. DO ESTAD,"                 380,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090031 - FED-CTO.ATENCAO INT.SAUDE STA.RITA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000199 - OUTROS SERVICOS COMERCIAIS,"                 300,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090031 - FED-CTO.ATENCAO INT.SAUDE STA.RITA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16009901 - OUTROS SERVICOS DO ESTADO,"                  10,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090032 - FED-CONJ. HOSPITALAR DE SOROCABA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13250101 - FUNDO DE INVESTIMENTO FINANCEIRO - FIF - TES,"               9.960,00",
09000 - SECRETARIA DA SAUDE,00001 - GOVERNO DO ESTADO DE SAO PAULO               ,090032 - FED-CONJ. HOSPITALAR DE SOROCABA,003 - RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16000501 - SERVICOS HOSPITALARES,"                  10,00",
